Order ID,Date,Status,Category,Qty,Amount,ship-state,Total revenue,Cost,Profit Margin,Profit
403-3763475-2237125,2024-11-15,Shipped,Western Dress,4,744,TAMIL NADU,2976,301.24,59.51,705.7097999
408-1298370-1920302,2024-11-15,Shipped - Delivered to Buyer,Set,3,771,MAHARASHTRA,2313,241.23,68.71,849.5553852
406-5103760-7326749,2024-11-15,Shipped,kurta,1,432,Gujarat,432,216.33,49.92,215.67
407-0542879-1795554,2024-11-15,Shipped - Delivered to Buyer,kurta,,399,HARYANA,,249.08,37.57,149.92
405-7755803-4729935,2024-11-15,Shipped,kurta,,399,KARNATAKA,,207.72,47.94,191.28
405-1152015-7333945,2024-11-15,Shipped,Set,1,888,BIHAR,888,515.65,41.93,372.35
405-5257740-5301158,2024-11-15,Shipped - Delivered to Buyer,kurta,,399,HARYANA,,263.42,33.98,135.58
171-9620288-8918704,2024-11-15,Cancelled,Set,0,0,UTTARAKHAND,0,0,,0
405-4908072-0260360,2024-11-15,Shipped - Delivered to Buyer,kurta,1,579,KARNATAKA,579,404.69,,174.31
404-6522553-9345930,2024-11-15,Cancelled,Set,,1105.36,UTTARAKHAND,,1506.61,65.92,2914.83
407-5600921-2143569,2024-11-15,Cancelled,Set,0,995.54,KARNATAKA,0,0,,0
408-2759943-9849959,2024-11-15,Shipped,Set,1,1338,WEST BENGAL,1338,826.94,38.2,511.06
402-2211107-5096323,2024-11-15,Shipped,Set,,654,UTTAR PRADESH,,281.57,56.95,372.43
408-3436456-9893130,2024-11-15,Shipped,kurta,,399,MAHARASHTRA,,216.22,45.81,182.78
406-0218328-1773963,2024-11-15,Cancelled,kurta,0,0,TAMIL NADU,0,0,,0
408-3475592-6193128,2024-11-15,Shipped,kurta,1,399,KARNATAKA,399,224.64,43.7,174.36
406-8089333-7941903,2024-11-16,Shipped,Set,1,888,KARNATAKA,888,400.35,54.92,487.65
171-6833843-5473114,2024-11-16,Shipped,kurta,1,487,Gujarat,487,221.38,54.54,265.62
403-2079921-1244300,2024-11-16,Cancelled,kurta,8,475,MADHYA PRADESH,3800,1502.85,60.45,2297.15
408-9692204-9817146,2024-11-16,Cancelled,Set,1,597,MAHARASHTRA,597,203.03,,393.97
406-8961316-8137943,2024-11-16,Shipped - Delivered to Buyer,Set,1,597,ASSAM,597,329.23,44.85,267.77
402-0294212-5431551,2024-11-16,Shipped,kurta,1,399,UTTAR PRADESH,399,254.01,36.34,144.99
408-1482435-5202714,2024-11-16,Shipped - Delivered to Buyer,Set,1,788,CHHATTISGARH,788,440.23,44.13,347.77
402-9580874-3525948,2024-11-16,Shipped,Set,4,696,KERALA,2784,356.64,48.76,560.6176872
407-4766116-5412325,2024-11-16,Shipped,kurta,4,399,HIMACHAL PRADESH,1596,135.46,66.05,514.2225615
171-9208368-0157156,2024-11-16,Shipped - Delivered to Buyer,kurta,1,399,UTTAR PRADESH,399,205.34,48.54,193.66
403-0104882-7373900,2024-11-16,Cancelled,Western Dress,1,807,Gujarat,807,261.21,67.63,545.79
406-1590113-9193914,2024-11-16,Shipped,Set,1,654,WEST BENGAL,654,409.37,,244.63
402-1706149-0949104,2024-11-16,Shipped,kurta,1,534,MAHARASHTRA,534,251.03,52.99,282.97
171-9620288-8918704,2024-11-16,Cancelled,Set,0,0,UTTARAKHAND,0,0,,0
403-0906375-2269150,2024-11-16,Cancelled,kurta,1,475,MADHYA PRADESH,475,172.75,63.63,302.25
407-5875767-6399551,2024-11-16,Shipped,Set,1,1112,TELANGANA,1112,585.36,47.36,526.64
408-6820155-3521913,2024-11-16,Shipped,Set,1,751,ASSAM,751,399.68,46.78,351.32
406-1326801-8886709,2024-11-16,Shipped - Delivered to Buyer,kurta,1,362,ODISHA,362,170.86,,191.14
408-6428766-2839536,2024-11-16,Shipped - Delivered to Buyer,kurta,1,487,ODISHA,487,239.65,,247.35
406-1522425-5387565,2024-11-16,Shipped,kurta,,459,TELANGANA,,162.82,64.53,296.18
405-0607769-0716360,2024-11-16,Shipped,kurta,1,517,TAMIL NADU,517,250.39,,266.61
171-3460653-0171519,2024-11-16,Shipped,Top,1,487,HARYANA,487,230.02,52.77,256.98
408-1298370-1920302,2024-11-16,Shipped - Delivered to Buyer,Set,3,771,MAHARASHTRA,2313,241.23,68.71,849.5553852
403-3561336-3563535,2024-11-16,Shipped,Set,1,771,Gujarat,771,376.94,51.11,394.06
408-9281152-6213100,2024-11-16,Shipped,Top,1,665,TELANGANA,665,389.12,41.49,275.88
407-6599093-6553153,2024-11-16,Shipped - Delivered to Buyer,Bottom,3,377,WEST BENGAL,1131,174.76,,392.8298906
171-8061614-5688327,2024-11-17,Shipped,Set,1,999,ANDHRA PRADESH,999,593.97,40.54,405.03
402-2720308-2560327,2024-11-17,Shipped,Western Dress,1,665,MAHARASHTRA,665,420.6,36.75,244.4
408-3436456-9893130,2024-11-17,Shipped,kurta,,399,MAHARASHTRA,,216.22,45.81,182.78
404-6513062-3876305,2024-11-17,Shipped - Delivered to Buyer,kurta,,376,TAMIL NADU,,186.88,50.3,189.12
408-3113070-0750756,2024-11-17,Shipped,Set,1,597,MAHARASHTRA,597,403.1,32.48,193.9
405-8387725-2971512,2024-11-17,Shipped,Set,1,545,KARNATAKA,545,319.46,41.38,225.54
171-7623384-8040337,2024-11-17,Shipped,kurta,1,486,MAHARASHTRA,486,325.33,,160.67
171-1425554-3718756,2024-11-17,Shipped,Western Dress,6,744,KARNATAKA,4464,2136.52,52.14,2327.48
407-5443024-5233168,2024-11-17,Cancelled,Set,,0,TELANGANA,,0,,0
407-8466904-3461908,2024-11-17,Shipped,Top,1,,MAHARASHTRA,,135.94,64.87,251.06
406-5103760-7326749,2024-11-17,Shipped,kurta,1,432,Gujarat,432,216.33,49.92,215.67
171-8061614-5688327,2024-11-17,Shipped,Set,1,999,ANDHRA PRADESH,999,593.97,40.54,405.03
404-5381335-4577925,2024-11-17,Shipped,Top,,574,KARNATAKA,,327.5,42.94,246.5
171-8220241-5105927,2024-11-17,Shipped,kurta,1,737,KARNATAKA,737,353.51,,383.49
404-0634392-1837110,2024-11-17,Cancelled,Top,0,0,MAHARASHTRA,0,0,,0
403-2166075-2254703,2024-11-17,Shipped,Set,1,563,KARNATAKA,563,296.77,47.29,266.23
408-6046797-8945127,2024-11-17,Shipped,Set,1,599,WEST BENGAL,599,231.93,61.28,367.07
406-7398201-3869914,2024-11-17,Shipped - Delivered to Buyer,kurta,1,424,MAHARASHTRA,424,225.76,46.75,198.24
405-0901744-8270705,2024-11-17,Shipped,kurta,,499,Gujarat,,157.18,68.5,341.82
171-2842936-5423534,2024-11-17,Shipped,Top,4,487,KARNATAKA,1948,280.44,,297.3053138
404-1490984-4578765,2024-11-18,Shipped,Set,,824,UTTAR PRADESH,,321.3,61.01,502.7
402-2211107-5096323,2024-11-18,Shipped,Set,,654,UTTAR PRADESH,,281.57,56.95,372.43
403-4337144-0984323,2024-11-18,Cancelled,Top,0,0,JAMMU & KASHMIR,0,0,,0
405-4461562-9113959,2024-11-18,Shipped,Set,1,909,JHARKHAND,909,530.05,41.69,378.95
408-1830318-0357940,2024-11-18,Shipped,kurta,1,399,HARYANA,399,201.22,49.57,197.78
171-4638481-6326716,2024-11-18,Shipped,kurta,4,364,UTTAR PRADESH,1456,147.66,,313.5562097
404-6578109-5618751,2024-11-18,Shipped - Delivered to Buyer,kurta,1,295,KARNATAKA,295,138.2,,156.8
403-4424319-6635501,2024-11-18,Shipped,Set,,759,Goa,,489.8,35.47,269.2
407-3847456-6656309,2024-11-18,Shipped,Set,,1115,BIHAR,,412.41,,702.59
408-6046797-8945127,2024-11-18,Shipped,Set,1,599,WEST BENGAL,599,231.93,61.28,367.07
402-8746990-6412346,2024-11-18,Shipped,kurta,1,442,TAMIL NADU,442,249.07,43.65,192.93
403-5209693-1173944,2024-11-18,Shipped,kurta,1,484,UTTAR PRADESH,484,150.25,68.96,333.75
402-8078642-8565124,2024-11-18,Cancelled,kurta,0,0,ODISHA,0,0,,0
404-7796841-1880317,2024-11-18,Shipped,kurta,1,696,DELHI,696,258.82,62.81,437.18
171-4312987-5366767,2024-11-18,Shipped,Set,,666,BIHAR,,404.91,,261.09
402-6566640-5417947,2024-11-18,Shipped,Western Dress,1,771,TELANGANA,771,489.95,36.45,281.05
408-7712483-3825907,2024-11-18,Shipped - Delivered to Buyer,kurta,1,459,UTTAR PRADESH,459,253.09,44.86,205.91
171-4607096-6413920,2024-11-18,Shipped - Delivered to Buyer,Set,1,563,MAHARASHTRA,563,169.25,69.94,393.75
408-4101226-7217932,2024-11-18,Shipped - Delivered to Buyer,kurta,1,459,UTTAR PRADESH,459,288.25,37.2,170.75
171-2134173-5385136,2024-11-18,Shipped,kurta,1,782,KARNATAKA,782,491.42,37.16,290.58
408-7712483-3825907,2024-11-18,Shipped - Delivered to Buyer,kurta,1,459,UTTAR PRADESH,459,253.09,44.86,205.91
402-9580874-3525948,2024-11-18,Shipped,Set,4,696,KERALA,2784,356.64,48.76,560.6176872
171-1987024-2709164,2024-11-18,Shipped,Set,1,660,ANDHRA PRADESH,660,362.49,45.08,297.51
171-3953233-6135505,2024-11-18,Shipped,kurta,8,399,UTTAR PRADESH,3192,995.43,58.42,2547.812562
408-8009772-6580317,2024-11-18,Shipped,Top,1,387,WEST BENGAL,387,177.09,54.24,209.91
407-3742007-3242711,2024-11-18,Shipped,kurta,1,517,TELANGANA,517,241.78,53.23,275.22
408-3917043-5314763,2024-11-18,Shipped,Set,1,1146,ANDHRA PRADESH,1146,738.2,35.58,407.8
404-0363929-8015528,2024-11-18,Shipped,Top,1,588,MAHARASHTRA,588,340.09,,247.91
402-2211107-5096323,2024-11-18,Shipped,Set,,654,UTTAR PRADESH,,281.57,56.95,372.43
408-9321153-0591557,2024-11-18,Shipped,kurta,,399,KARNATAKA,,581.28,,1014.72
404-6019946-2909948,2024-11-19,Cancelled,Set,0,570.48,MAHARASHTRA,0,0,,0
403-3331597-7637100,2024-11-19,Shipped,Set,1,1133,ODISHA,1133,497.68,,635.32
407-4766116-5412325,2024-11-19,Shipped,kurta,4,399,HIMACHAL PRADESH,1596,135.46,66.05,514.2225615
408-3478480-0881162,2024-11-19,Shipped,Set,1,1126,UTTAR PRADESH,1126,608.29,45.98,517.71
402-8019936-6115500,2024-11-19,Cancelled,Set,,654,KARNATAKA,,403.93,38.24,250.07
406-7680255-6117120,2024-11-19,Shipped,kurta,1,399,TELANGANA,399,195.92,50.9,203.08
406-3397500-8084361,2024-11-19,Shipped,kurta,1,399,KARNATAKA,399,255.37,36,143.63
402-8078642-8565124,2024-11-19,Cancelled,kurta,0,0,ODISHA,0,0,,0
403-4845285-4565113,2024-11-19,Shipped,Top,1,563,JAMMU & KASHMIR,563,318.38,43.45,244.62
406-0974406-3179521,2024-11-19,Shipped,kurta,6,458,TAMIL NADU,2748,1279.23,,1468.77
406-6180074-2350757,2024-11-19,Shipped,Set,1,684,KARNATAKA,684,370.46,45.84,313.54
402-0048138-1845122,2024-11-19,Shipped,Set,,1115,NAGALAND,,366.35,67.14,748.65
406-0715107-8168308,2024-11-19,Shipped,Set,1,1186,UTTARAKHAND,1186,800.74,32.48,385.26
405-1879750-2639521,2024-11-19,Shipped - Delivered to Buyer,kurta,1,725,TAMIL NADU,725,306.87,57.67,418.13
402-8210765-3935569,2024-11-19,Shipped,Western Dress,1,885,MADHYA PRADESH,885,566.6,35.98,318.4
171-5719664-5449151,2024-11-19,Cancelled,Set,1,597,KARNATAKA,597,199.01,66.66,397.99
402-2105140-3584364,2024-11-19,Shipped,kurta,1,375,KARNATAKA,375,221.55,40.92,153.45
403-4337144-0984323,2024-11-19,Cancelled,Top,0,0,JAMMU & KASHMIR,0,0,,0
402-6750101-3923558,2024-11-19,Shipped,Set,1,597,KERALA,597,232.46,,364.54
171-1987024-2709164,2024-11-19,Shipped,Set,1,660,ANDHRA PRADESH,660,362.49,45.08,297.51
402-0294212-5431551,2024-11-19,Shipped,kurta,1,399,UTTAR PRADESH,399,254.01,36.34,144.99
405-5257740-5301158,2024-11-19,Shipped - Delivered to Buyer,Set,4,832,HARYANA,3328,1811.15,45.58,1516.85
403-0104882-7373900,2024-11-19,Cancelled,Western Dress,1,807,Gujarat,807,261.21,67.63,545.79
404-6578109-5618751,2024-11-19,Shipped - Delivered to Buyer,kurta,1,295,KARNATAKA,295,138.2,,156.8
407-2882576-2777135,2024-11-19,Shipped - Delivered to Buyer,Set,1,1233,TELANGANA,1233,736.77,,496.23
408-1830318-0357940,2024-11-19,Shipped,kurta,1,399,HARYANA,399,201.22,49.57,197.78
171-7623384-8040337,2024-11-19,Shipped,Set,6,597,MAHARASHTRA,3582,2478.44,,1103.56
408-9255314-3102740,2024-11-20,Shipped,Set,6,1133,MAHARASHTRA,6798,2567.14,43.36,3034.46335
408-9405529-3743511,2024-11-20,Shipped,kurta,1,399,TELANGANA,399,196.66,50.71,202.34
406-8413944-2634744,2024-11-20,Shipped,kurta,,353,TELANGANA,,198.74,43.7,154.26
407-9707366-3029944,2024-11-20,Cancelled,kurta,5,473.33,DELHI,2366.65,1181.23,50.09,1185.42
408-7698765-2294756,2024-11-20,Shipped - Delivered to Buyer,Set,1,1338,MAHARASHTRA,1338,926.45,30.76,411.55
404-2262140-4696366,2024-11-20,Shipped,kurta,1,295,MAHARASHTRA,295,170.68,42.14,124.32
406-3078054-1755513,2024-11-20,Shipped,kurta,1,484,UTTAR PRADESH,484,276.81,42.81,207.19
171-3270734-5045130,2024-11-20,Shipped,Set,4,631,DELHI,2524,1393.73,44.78,1130.27
406-6386989-1689108,2024-11-20,Shipped - Delivered to Buyer,Set,1,,WEST BENGAL,,469.45,47.13,418.55
171-2842936-5423534,2024-11-20,Shipped,Top,4,487,KARNATAKA,1948,280.44,,297.3053138
408-5748499-6859555,2024-11-20,Shipped,Set,1,653,CHANDIGARH,653,437.1,33.06,215.9
402-4277204-2348328,2024-11-20,Shipped,Set,1,790,MADHYA PRADESH,790,544.56,31.07,245.44
408-2114413-6089906,2024-11-20,Shipped,Set,,680,BIHAR,,287.63,57.7,392.37
408-3874942-9917143,2024-11-20,Shipped,Set,1,1126,UTTAR PRADESH,1126,724.64,35.64,401.36
402-5525660-2118707,2024-11-20,Shipped,kurta,4,376,TAMIL NADU,1504,226.45,39.77,212.0655889
408-7138000-9728362,2024-11-20,Shipped,Set,1,1033,NAGALAND,1033,451.29,56.31,581.71
407-5766340-7411567,2024-11-20,Shipped,kurta,1,399,Gujarat,399,266.51,33.21,132.49
171-8635309-7508346,2024-11-20,Shipped,Set,,597,TAMIL NADU,,403.86,32.35,193.14
171-9620288-8918704,2024-11-20,Cancelled,Set,0,0,UTTARAKHAND,0,0,,0
171-6138639-1478731,2024-11-21,Shipped,kurta,1,318,TELANGANA,318,178.72,43.8,139.28
408-5748499-6859555,2024-11-21,Shipped,Set,1,653,CHANDIGARH,653,437.1,33.06,215.9
404-7426070-1355530,2024-11-21,Shipped,kurta,4,329,TELANGANA,1316,110.31,,336.8334566
402-8078642-8565124,2024-11-21,Cancelled,kurta,0,0,ODISHA,0,0,,0
404-6680046-0839536,2024-11-21,Shipped - Delivered to Buyer,Western Dress,1,744,TAMIL NADU,744,472.46,36.5,271.54
403-0906375-2269150,2024-11-21,Cancelled,kurta,1,475,MADHYA PRADESH,475,172.75,63.63,302.25
171-9620288-8918704,2024-11-21,Cancelled,Set,0,0,UTTARAKHAND,0,0,,0
403-8255889-7526765,2024-11-21,Shipped,kurta,1,635,BIHAR,635,402.4,36.63,232.6
404-8514200-3544346,2024-11-21,Cancelled,kurta,0,0,KARNATAKA,0,0,,0
171-7367545-7081126,2024-11-21,Shipped,kurta,5,499,TELANGANA,2495,313.66,37.14,270.3723952
171-6222676-0740318,2024-11-21,Shipped,kurta,1,435,DELHI,435,234.64,46.06,200.36
406-9941718-1734719,2024-11-21,Shipped - Delivered to Buyer,kurta,3,544,KARNATAKA,1632,337.54,37.95,345.4191849
403-0906375-2269150,2024-11-21,Cancelled,kurta,1,475,MADHYA PRADESH,475,172.75,63.63,302.25
404-6783988-2006729,2024-11-21,Shipped,Set,1,597,TAMIL NADU,597,371.69,37.74,225.31
402-0589123-6183541,2024-11-21,Shipped,Set,1,582,MAHARASHTRA,582,342.26,41.19,239.74
403-7042175-3905937,2024-11-21,Shipped,kurta,5,499,WEST BENGAL,2495,1145.15,54.1,1349.85
408-8009772-6580317,2024-11-21,Shipped,Top,1,387,WEST BENGAL,387,177.09,54.24,209.91
407-6401192-4057954,2024-11-21,Shipped,Top,4,426,KARNATAKA,1704,237.17,44.33,338.1399788
406-8879861-2081117,2024-11-21,Shipped,kurta,1,399,ASSAM,399,149.04,62.65,249.96
407-5443024-5233168,2024-11-21,Cancelled,Set,,0,TELANGANA,,0,,0
405-6120626-0941135,2024-11-21,Shipped,Set,4,657,KARNATAKA,2628,210.41,,721.8172568
406-0177436-6731556,2024-11-21,Shipped,kurta,1,406,TELANGANA,406,209.57,48.38,196.43
402-2105140-3584364,2024-11-21,Shipped,kurta,1,375,KARNATAKA,375,221.55,40.92,153.45
408-7165704-5643524,2024-11-21,Shipped,Ethnic Dress,1,699,UTTAR PRADESH,699,258.89,62.96,440.11
405-6120626-0941135,2024-11-21,Shipped,Set,4,657,KARNATAKA,2628,210.41,,721.8172568
405-2660443-4165145,2024-11-21,Shipped - Delivered to Buyer,kurta,1,399,KARNATAKA,399,232.77,41.66,166.23
406-6180074-2350757,2024-11-21,Shipped,Set,1,684,KARNATAKA,684,370.46,45.84,313.54
406-1522425-5387565,2024-11-21,Shipped,kurta,,459,TELANGANA,,162.82,64.53,296.18
408-6820155-3521913,2024-11-22,Shipped,Set,1,751,ASSAM,751,399.68,46.78,351.32
405-2072502-4089911,2024-11-22,Shipped,Set,1,599,HARYANA,599,269.51,,329.49
406-1522425-5387565,2024-11-22,Shipped,kurta,,459,TELANGANA,,162.82,64.53,296.18
403-4367956-2849158,2024-11-22,Shipped,kurta,1,368,DELHI,368,197.19,46.42,170.81
403-0104882-7373900,2024-11-22,Cancelled,Western Dress,1,807,Gujarat,807,526.68,34.74,280.32
407-9906412-0889129,2024-11-22,Shipped,kurta,1,376,WEST BENGAL,376,138.84,,237.16
408-8991303-6559523,2024-11-22,Shipped,kurta,1,399,TAMIL NADU,399,192.22,51.82,206.78
403-9230474-9657916,2024-11-22,Shipped - Delivered to Buyer,kurta,1,299,CHHATTISGARH,299,174,,125
404-1856281-9996319,2024-11-22,Shipped - Delivered to Buyer,Western Dress,1,472,MADHYA PRADESH,472,253.41,46.31,218.59
402-2105657-2899562,2024-11-22,Shipped,kurta,1,316,KARNATAKA,316,165.57,47.6,150.43
402-1706149-0949104,2024-11-22,Shipped,kurta,1,534,MAHARASHTRA,534,251.03,52.99,282.97
406-7261451-5682727,2024-11-22,Shipped,Western Dress,1,744,KARNATAKA,744,373.43,,370.57
171-0131752-2560336,2024-11-22,Shipped - Delivered to Buyer,Set,1,1399,UTTAR PRADESH,1399,714.1,,684.9
407-0994909-4122733,2024-11-22,Shipped,kurta,6,696,RAJASTHAN,4176,2013.67,51.78,2162.33
171-5719664-5449151,2024-11-22,Cancelled,Set,1,597,KARNATAKA,597,199.01,66.66,397.99
408-4547464-4180323,2024-11-22,Shipped - Delivered to Buyer,kurta,5,0,ODISHA,0,0,,0
406-8961316-8137943,2024-11-22,Shipped - Delivered to Buyer,Set,1,597,ASSAM,597,329.23,44.85,267.77
403-4337144-0984323,2024-11-22,Cancelled,Top,0,0,JAMMU & KASHMIR,0,0,,0
171-6222676-0740318,2024-11-22,Shipped,kurta,1,435,DELHI,435,234.64,46.06,200.36
171-2134173-5385136,2024-11-22,Shipped,kurta,,362,KARNATAKA,,182.45,49.6,179.55
406-8413944-2634744,2024-11-22,Shipped,kurta,,353,TELANGANA,,198.74,43.7,154.26
404-8494550-5860325,2024-11-22,Shipped,Set,1,666,KARNATAKA,666,366.55,44.96,299.45
407-3847456-6656309,2024-11-22,Shipped,Set,1,968,BIHAR,968,630.75,34.84,337.25
402-3660716-8589107,2024-11-22,Shipped - Delivered to Buyer,kurta,1,471,KERALA,471,172.91,63.29,298.09
406-5406738-7113145,2024-11-22,Shipped,Set,1,788,DELHI,788,475.73,39.63,312.27
407-3847456-6656309,2024-11-22,Shipped,Set,,1115,BIHAR,,412.41,,702.59
407-7173744-5333154,2024-11-22,Shipped - Delivered to Buyer,kurta,1,497,DELHI,497,347.87,30.01,149.13
403-2256919-4846738,2024-11-22,Shipped - Delivered to Buyer,Western Dress,1,825,KARNATAKA,825,394.92,52.13,430.08
171-4607096-6413920,2024-11-22,Shipped - Delivered to Buyer,Set,1,563,MAHARASHTRA,563,169.25,69.94,393.75
405-5257740-5301158,2024-11-22,Shipped - Delivered to Buyer,kurta,,399,HARYANA,,263.42,33.98,135.58
404-7452877-2137949,2024-11-23,Cancelled,kurta,0,0,KARNATAKA,0,0,,0
403-5725327-6264327,2024-11-23,Shipped,Top,1,463,UTTAR PRADESH,463,200.78,56.63,262.22
403-5209693-1173944,2024-11-23,Shipped,kurta,1,484,UTTAR PRADESH,484,150.25,68.96,333.75
407-3847456-6656309,2024-11-23,Shipped,Set,,1115,BIHAR,,412.41,,702.59
408-3416118-1167564,2024-11-23,Shipped,Set,1,999,ARUNACHAL PRADESH,999,673.02,,325.98
407-3847456-6656309,2024-11-23,Shipped,Set,,1115,BIHAR,,412.41,,702.59
171-2705563-6985105,2024-11-23,Shipped,Set,6,692,NAGALAND,4152,1514.96,63.51,2637.04
407-4737202-9096304,2024-11-23,Shipped - Delivered to Buyer,Western Dress,1,725,BIHAR,725,335.05,53.79,389.95
406-1590113-9193914,2024-11-23,Shipped,Set,1,654,WEST BENGAL,654,409.37,,244.63
171-2842936-5423534,2024-11-23,Shipped,Top,4,487,KARNATAKA,1948,280.44,,297.3053138
406-2403215-8361103,2024-11-23,Shipped - Delivered to Buyer,Set,1,999,KARNATAKA,999,389.6,61,609.4
404-3907920-5281963,2024-11-23,Shipped,kurta,7,376,TELANGANA,2632,1021.45,,1610.55
171-4496851-5319548,2024-11-23,Shipped,Top,1,545,KARNATAKA,545,273.69,49.78,271.31
402-3660716-8589107,2024-11-23,Shipped - Delivered to Buyer,kurta,1,471,KERALA,471,172.91,63.29,298.09
408-9321153-0591557,2024-11-23,Shipped,kurta,,399,KARNATAKA,,581.28,,1014.72
171-8220241-5105927,2024-11-23,Shipped,kurta,1,737,KARNATAKA,737,353.51,,383.49
405-8114272-1687512,2024-11-23,Shipped,Set,1,788,DELHI,788,544.79,30.86,243.21
404-1490984-4578765,2024-11-23,Shipped,Set,,824,UTTAR PRADESH,,321.3,61.01,502.7
406-2403215-8361103,2024-11-23,Shipped - Delivered to Buyer,Set,1,999,KARNATAKA,999,389.6,61,609.4
402-4277204-2348328,2024-11-23,Shipped,Set,1,790,MADHYA PRADESH,790,544.56,31.07,245.44
404-1856281-9996319,2024-11-23,Shipped - Delivered to Buyer,Western Dress,1,472,MADHYA PRADESH,472,253.41,46.31,218.59
404-6578109-5618751,2024-11-23,Shipped - Delivered to Buyer,kurta,1,295,KARNATAKA,295,138.2,,156.8
171-3625443-6505905,2024-11-23,Shipped,Western Dress,1,725,KERALA,725,261.68,63.91,463.32
403-7652993-1507525,2024-11-23,Shipped,Set,1,631,ODISHA,631,406.4,35.59,224.6
406-6180074-2350757,2024-11-23,Shipped,Set,1,1115,KARNATAKA,1115,548.84,,566.16
405-3441326-1516368,2024-11-23,Shipped,Top,,518,WEST BENGAL,,328.06,,189.94
403-4242957-8599555,2024-11-23,Shipped,kurta,1,399,KERALA,399,166.84,58.19,232.16
406-8271099-5133911,2024-11-24,Shipped,kurta,4,329,KARNATAKA,1316,499.03,62.08,816.97
404-6680046-0839536,2024-11-24,Shipped - Delivered to Buyer,Western Dress,1,744,TAMIL NADU,744,472.46,36.5,271.54
407-5124083-2725136,2024-11-24,Shipped,Set,1,682,UTTAR PRADESH,682,338.71,50.34,343.29
404-6975277-1927553,2024-11-24,Shipped - Delivered to Buyer,kurta,1,458,WEST BENGAL,458,218.66,52.26,239.34
403-0752752-4656334,2024-11-24,Shipped,Set,1,597,RAJASTHAN,597,214.1,64.14,382.9
407-5776821-9327552,2024-11-24,Shipped,Set,1,1133,MAHARASHTRA,1133,416.4,63.25,716.6
406-5334922-9670748,2024-11-24,Shipped,kurta,,406,KARNATAKA,,235.7,41.95,170.3
406-1530134-2105912,2024-11-24,Shipped,kurta,1,518,KARNATAKA,518,333.01,35.71,184.99
403-3763475-2237125,2024-11-24,Shipped,Western Dress,4,744,TAMIL NADU,2976,301.24,59.51,705.7097999
407-5766340-7411567,2024-11-24,Shipped,kurta,1,399,Gujarat,399,266.51,33.21,132.49
403-4845285-4565113,2024-11-24,Shipped,Top,1,563,JAMMU & KASHMIR,563,318.38,43.45,244.62
403-2256919-4846738,2024-11-24,Shipped - Delivered to Buyer,Western Dress,1,825,KARNATAKA,825,394.92,52.13,430.08
404-6522553-9345930,2024-11-24,Cancelled,Set,,1105.36,UTTARAKHAND,,1506.61,65.92,2914.83
407-5766340-7411567,2024-11-24,Shipped,kurta,1,399,Gujarat,399,266.51,33.21,132.49
406-1522425-5387565,2024-11-24,Shipped,kurta,,459,TELANGANA,,162.82,64.53,296.18
403-0906375-2269150,2024-11-24,Cancelled,kurta,1,475,MADHYA PRADESH,475,172.75,63.63,302.25
402-2703790-2816329,2024-11-24,Cancelled,Set,0,1278.57,JHARKHAND,0,0,,0
408-3874942-9917143,2024-11-24,Shipped,Set,1,1126,UTTAR PRADESH,1126,724.64,35.64,401.36
406-7779874-9136347,2024-11-24,Shipped,Set,1,1115,UTTARAKHAND,1115,439.73,60.56,675.27
402-0043314-1059527,2024-11-24,Cancelled,Western Dress,1,744,MADHYA PRADESH,744,318.78,,425.22
171-6867266-8495534,2024-11-24,Shipped,Set,,597,KARNATAKA,,343.32,,253.68
408-1482435-5202714,2024-11-24,Shipped - Delivered to Buyer,Set,1,788,CHHATTISGARH,788,440.23,44.13,347.77
171-4647176-6456305,2024-11-24,Shipped,Set,1,626,MAHARASHTRA,626,310.35,50.42,315.65
406-7807733-3785945,2024-11-24,Shipped - Delivered to Buyer,kurta,1,399,TELANGANA,399,179.14,55.1,219.86
408-6428766-2839536,2024-11-24,Shipped - Delivered to Buyer,kurta,1,487,ODISHA,487,239.65,,247.35
406-6180074-2350757,2024-11-25,Shipped,Set,1,1115,KARNATAKA,1115,548.84,,566.16
402-0048138-1845122,2024-11-25,Shipped,Set,,1115,NAGALAND,,366.35,67.14,748.65
403-3496411-3082707,2024-11-25,Shipped,kurta,1,429,TELANGANA,429,216.52,49.53,212.48
402-0043314-1059527,2024-11-25,Cancelled,Western Dress,1,744,MADHYA PRADESH,744,318.78,,425.22
403-4367956-2849158,2024-11-25,Shipped,kurta,1,487,DELHI,487,285.89,41.3,201.11
402-0294212-5431551,2024-11-25,Shipped,kurta,1,399,UTTAR PRADESH,399,254.01,36.34,144.99
403-2256919-4846738,2024-11-25,Shipped - Delivered to Buyer,Western Dress,1,825,KARNATAKA,825,394.92,52.13,430.08
405-8692900-3888310,2024-11-25,Shipped,kurta,1,399,KARNATAKA,399,270.36,32.24,128.64
171-9371949-6030721,2024-11-25,Shipped,Set,1,,WEST BENGAL,,338.7,43.27,258.3
408-8641795-6914711,2024-11-25,Shipped,Top,,563,HARYANA,,379.99,,183.01
402-1465437-0579556,2024-11-25,Shipped - Delivered to Buyer,kurta,1,517,ODISHA,517,243.53,52.9,273.47
403-6062596-1220349,2024-11-25,Shipped,kurta,1,399,GOA,399,193.65,51.47,205.35
403-6190683-2687538,2024-11-25,Shipped,Western Dress,1,791,Gujarat,791,293.22,62.93,497.78
